iter	Passed	Remaining
0	2	145
1	5	140
2	8	137
3	12	138
4	14	134
5	17	131
6	20	128
7	24	126
8	26	122
9	30	120
10	32	116
11	35	113
12	38	109
13	41	106
14	43	102
15	46	99
16	49	96
17	52	93
18	55	90
19	58	87
20	61	85
21	64	82
22	67	79
23	70	76
24	73	73
25	76	70
26	79	67
27	82	64
28	85	62
29	88	59
30	91	56
31	94	53
32	97	50
33	100	47
34	103	44
35	106	41
36	109	38
37	112	35
38	115	32
39	118	29
40	121	26
41	124	23
42	127	20
43	130	17
44	133	14
45	136	11
46	139	8
47	142	5
48	146	2
49	149	0
