iter	Passed	Remaining
526	1716	1540
527	1719	1536
528	1721	1532
529	1724	1529
530	1727	1525
531	1730	1522
532	1733	1518
533	1735	1514
534	1738	1511
535	1741	1507
536	1744	1503
537	1746	1500
538	1749	1496
539	1752	1492
540	1755	1489
541	1757	1485
542	1760	1481
543	1763	1478
544	1766	1474
545	1768	1470
546	1771	1467
547	1774	1463
548	1777	1459
549	1779	1456
550	1782	1452
551	1785	1448
552	1788	1445
553	1790	1441
554	1793	1438
555	1796	1434
556	1799	1431
557	1802	1427
558	1805	1424
559	1809	1421
560	1812	1418
561	1814	1414
562	1817	1410
563	1820	1407
564	1823	1403
565	1825	1399
566	1828	1396
567	1831	1392
568	1833	1389
569	1836	1385
570	1839	1382
571	1842	1378
572	1845	1375
573	1848	1371
574	1851	1368
575	1854	1364
576	1856	1361
577	1859	1357
578	1862	1354
579	1865	1350
580	1868	1347
581	1871	1343
582	1873	1340
583	1876	1336
584	1879	1333
585	1882	1330
586	1885	1326
587	1888	1323
588	1891	1319
589	1894	1316
590	1896	1312
591	1899	1309
592	1903	1306
593	1905	1302
594	1908	1299
595	1912	1296
596	1915	1292
597	1918	1289
598	1921	1286
599	1924	1282
600	1927	1279
601	1930	1276
602	1933	1272
603	1935	1269
604	1938	1265
605	1941	1261
606	1943	1258
607	1946	1255
608	1949	1251
609	1952	1248
610	1954	1244
611	1957	1241
612	1961	1238
613	1963	1234
614	1966	1231
615	1969	1227
616	1972	1224
617	1974	1220
618	1977	1217
619	1980	1213
620	1982	1210
621	1985	1206
622	1989	1203
623	1992	1200
624	1995	1197
625	1998	1193
626	2001	1190
627	2004	1187
628	2006	1183
629	2009	1180
630	2012	1176
631	2015	1173
632	2018	1170
633	2021	1166
634	2024	1163
635	2027	1160
636	2029	1156
637	2033	1153
638	2036	1150
639	2038	1146
640	2042	1143
641	2044	1140
642	2048	1137
643	2051	1133
644	2053	1130
645	2056	1127
646	2059	1123
647	2061	1120
648	2064	1116
649	2067	1113
650	2071	1110
651	2073	1106
652	2076	1103
653	2079	1100
654	2082	1096
655	2085	1093
656	2087	1090
657	2090	1086
658	2093	1083
659	2096	1080
660	2099	1076
661	2102	1073
662	2105	1069
663	2107	1066
664	2110	1063
665	2113	1059
666	2116	1056
667	2118	1053
668	2122	1049
669	2124	1046
670	2127	1043
671	2131	1040
672	2134	1037
673	2137	1033
674	2140	1030
675	2144	1027
676	2147	1024
677	2150	1021
678	2152	1017
679	2155	1014
680	2157	1010
681	2160	1007
682	2163	1004
683	2166	1000
684	2169	997
685	2172	994
686	2175	991
687	2178	987
688	2181	984
689	2183	981
690	2186	977
691	2189	974
692	2192	971
693	2194	967
694	2197	964
695	2200	961
696	2203	957
697	2205	954
698	2208	951
699	2211	947
700	2214	944
701	2217	941
702	2220	938
703	2223	934
704	2226	931
705	2228	928
706	2232	925
707	2235	921
708	2237	918
709	2241	915
710	2243	912
711	2247	909
712	2250	905
713	2253	902
714	2256	899
715	2258	895
716	2261	892
717	2264	889
718	2267	885
719	2269	882
720	2273	879
721	2276	876
722	2279	873
723	2281	869
724	2284	866
725	2287	863
726	2290	860
727	2292	856
728	2295	853
729	2298	850
730	2301	846
731	2304	843
732	2306	840
733	2310	837
734	2313	834
735	2316	830
736	2319	827
737	2322	824
738	2325	821
739	2327	817
740	2330	814
741	2333	811
742	2336	808
743	2339	804
744	2342	801
745	2344	798
746	2348	795
747	2351	792
748	2354	788
749	2357	785
750	2360	782
751	2362	779
752	2365	775
753	2368	772
754	2371	769
755	2374	766
756	2377	763
757	2379	759
758	2382	756
759	2385	753
760	2388	750
761	2391	746
762	2394	743
763	2396	740
764	2399	737
765	2402	733
766	2404	730
767	2407	727
768	2410	724
769	2413	720
770	2416	717
771	2418	714
772	2422	711
773	2425	708
774	2429	705
775	2431	701
776	2435	698
777	2439	695
778	2442	692
779	2444	689
780	2447	686
781	2450	683
782	2453	680
783	2457	676
784	2460	673
785	2462	670
786	2465	667
787	2469	664
788	2472	661
789	2475	658
790	2478	654
791	2481	651
792	2484	648
793	2487	645
794	2490	642
795	2493	638
796	2495	635
797	2499	632
798	2502	629
799	2505	626
800	2508	623
801	2511	619
802	2514	616
803	2516	613
804	2520	610
805	2523	607
806	2526	604
807	2529	601
808	2532	598
809	2535	594
810	2539	591
811	2542	588
812	2545	585
813	2548	582
814	2551	579
815	2554	576
816	2557	572
817	2560	569
818	2563	566
819	2566	563
820	2569	560
821	2573	557
822	2575	553
823	2578	550
824	2581	547
825	2584	544
826	2588	541
827	2591	538
828	2593	535
829	2597	531
830	2600	528
831	2603	525
832	2606	522
833	2608	519
834	2611	516
835	2614	512
836	2617	509
837	2621	506
838	2624	503
839	2626	500
840	2629	497
841	2632	494
842	2635	490
843	2639	487
844	2641	484
845	2644	481
846	2647	478
847	2650	475
848	2654	472
849	2658	469
850	2661	466
851	2665	463
852	2670	460
853	2673	457
854	2677	454
855	2680	450
856	2683	447
857	2687	444
858	2690	441
859	2693	438
860	2696	435
861	2698	432
862	2701	428
863	2704	425
864	2707	422
865	2710	419
866	2713	416
867	2715	412
868	2718	409
869	2721	406
870	2724	403
871	2727	400
872	2730	397
873	2733	394
874	2736	390
875	2739	387
876	2742	384
877	2745	381
878	2748	378
879	2752	375
880	2755	372
881	2757	368
882	2760	365
883	2763	362
884	2766	359
885	2769	356
886	2772	353
887	2775	350
888	2778	346
889	2781	343
890	2784	340
891	2787	337
892	2790	334
893	2793	331
894	2796	328
895	2798	324
896	2801	321
897	2804	318
898	2807	315
899	2809	312
900	2812	309
901	2815	305
902	2818	302
903	2820	299
904	2823	296
905	2826	293
906	2828	290
907	2831	286
908	2834	283
909	2837	280
910	2839	277
911	2842	274
912	2845	271
913	2848	268
914	2851	264
915	2854	261
916	2856	258
917	2859	255
918	2862	252
919	2865	249
920	2868	246
921	2870	242
922	2873	239
923	2876	236
924	2879	233
925	2881	230
926	2884	227
927	2887	224
928	2890	220
929	2893	217
930	2896	214
931	2899	211
932	2901	208
933	2904	205
934	2907	202
935	2910	199
936	2913	195
937	2916	192
938	2919	189
939	2922	186
940	2925	183
941	2927	180
942	2931	177
943	2934	174
944	2937	170
945	2940	167
946	2943	164
947	2945	161
948	2949	158
949	2951	155
950	2954	152
951	2957	149
952	2960	146
953	2963	142
954	2967	139
955	2970	136
956	2972	133
957	2975	130
958	2978	127
959	2981	124
960	2984	121
961	2987	118
962	2990	114
963	2993	111
964	2995	108
965	2998	105
966	3001	102
967	3004	99
968	3007	96
969	3010	93
970	3013	90
971	3017	86
972	3019	83
973	3022	80
974	3025	77
975	3029	74
976	3032	71
977	3035	68
978	3038	65
979	3041	62
980	3044	58
981	3047	55
982	3049	52
983	3052	49
984	3055	46
985	3058	43
986	3061	40
987	3064	37
988	3066	34
989	3069	31
990	3072	27
991	3075	24
992	3078	21
993	3081	18
994	3084	15
995	3086	12
996	3089	9
997	3092	6
998	3095	3
999	3098	0
